Property ID,Postal code,Locality name,Price,Type of property,Number of rooms,Living area,Equipped kitchen,State of building,Number of facades,Furnished,Open fire,Swimming pool,Garden (m²),Terrace (m²)
20236252,9230,wetteren,404500450000,Cooppallaan,3 - 4 bedrooms,121,0,,,,,,,
20239314,1000,bruxelles,407000443000,Park Lane -,2 bedrooms,104,0,,,,,,,
20239119,2200,noorderwijk,430000525000,Lindenhof -,3 bedrooms,162,0,,,,,,,
20236417,9310,baardegem,455600542214,BIOMOLEN,3 bedrooms,135,0,,,,,,,
20239563,1000,bruxelles,615000765000,City Walk -,3 - 4 bedrooms,131,0,,,,,,,
20239414,1180,ukkel,774500808500,Les promena,3 bedrooms,225,0,,,,,,,
20239506,1050,ixelles,12000001375000,Spring Gard,5 - 6 bedrooms,202,0,,,,,,,
20233362,2900,schoten,225000,"Apartment
 ",2 bedrooms,95,1,Good,,,,,,3
20233363,2900,schoten,225000,"Penthouse
 ",2 bedrooms,95,1,Good,,,,,,3
20234270,2660,hoboken,229000,"Apartment
 ",3 bedrooms,100,0,As new,2,,,,,26
20234084,1170,watermael-boitsfort,550000,"Apartment
 ",4 bedrooms,143,1,Good,2,0.0,,0.0,,18
20233537,1000,bruxelles,169500389000,BLVD10,0 - 2 bedrooms,30,0,,,,,,,
20233512,1210,saint-josse-ten-noode,169500389000,BLVD10,0 - 2 bedrooms,30,0,,,,,,,
20234667,1080,molenbeek-saint-jean,188000265000,EKLA,1 - 2 bedrooms,49,0,,,,,,,
20234146,1190,forest,188000460000,"""Forest Vil",0 - 3 bedrooms,42,0,,,,,,,
20233818,1190,forest,188000460000,FOREST VILL,0 - 3 bedrooms,43,0,,,,,,,
20234591,1082,berchem-sainte-agathe,230000480000,AGATHA GARD,0 - 4 bedrooms,40,0,,,,,,,
20234626,1083,ganshoren,230000480000,AGATHA GARD,0 - 4 bedrooms,40,0,,,,,,,
20235005,2850,boom,249000349000,REMI,2 bedrooms,77,0,,,,,,,
20233557,1000,bruxelles,2650001495000,UNIQ,0 - 3 bedrooms,54,0,,,,,,,
20240116,2170,merksem,199000,"Apartment
 ",1 bedroom,65,1,As new,,,,0.0,10,10
20240115,9150,kruibeke,339000,"House
     ",3 bedrooms,150,1,As new,2,,,0.0,192,20
20236213,2650,edegem,799000,"Penthouse
 ",3 bedrooms,133,1,,2,,,0.0,,32
20236212,2650,edegem,799900,"Penthouse
 ",3 bedrooms,133,1,As new,2,,,0.0,,32
20236214,2650,edegem,915000,"Penthouse
 ",3 bedrooms,178,1,,3,,,0.0,,29
20240114,8670,koksijde,399000,"Apartment
 ",2 bedrooms,81,0,Good,,1.0,,,,
20236211,2650,edegem,915000,"Penthouse
 ",3 bedrooms,178,1,As new,3,,,0.0,,29
20240111,8400,oostende,700500,"Duplex
    ",2 bedrooms,115,0,As new,,,,,,
20240110,8400,oostende,460500,"Apartment
 ",2 bedrooms,81,0,As new,,,,,,
10954257,4511%20AD,breskens,325000,"House
     ",2 bedrooms,100,1,,2,,,,,1
20240109,8400,oostende,450500,"Apartment
 ",2 bedrooms,81,0,As new,,,,,,
20240108,8400,oostende,490500,"Apartment
 ",2 bedrooms,90,0,As new,,,,,,
20240102,8400,oostende,209000,"House
     ",3 bedrooms,177,0,,,,,,,
20240101,8400,oostende,219000,"Apartment
 ",3 bedrooms,166,0,,,,,,,
20240100,8490,jabbeke,125000,"Apartment
 ",1 bedroom,1,0,,,1.0,,,,
11403676,4503%20GB,groede,888888,"House
     ",4 bedrooms,291,1,As new,4,,,,1,1
10900989,7100,la%20louvi%C3%88re,322003,"Apartment
 ",3 bedrooms,133,1,,,,,,,52
11397479,6000,charleroi,650000,Apartment b,1 bathroom,535,1,,2,,,,,112
10900991,7100,la%20louvi%C3%88re,227249,"Apartment
 ",2 bedrooms,84,1,,,,,,,1
20147735,7160,chapelle-lez-herlaimont,219000,"House
     ",2 bedrooms,140,0,,,,,,,
10900992,7100,la%20louvi%C3%88re,227964,"Apartment
 ",3 bedrooms,93,1,,,,,,,6
11473719,6000,charleroi,519000,Apartment b,6 bedrooms,420,0,,,,,,,
20147136,6001,marcinelle,199000,"House
     ",5 bedrooms,220,0,,,,,,,
10900993,7100,la%20louvi%C3%88re,190617322003,Résidence d,1 - 3 bedrooms,69,0,,,,,,,
10900987,7100,la%20louvi%C3%88re,225902,"Apartment
 ",2 bedrooms,84,0,,,,,,,1
10900985,7100,la%20louvi%C3%88re,220778,"Apartment
 ",2 bedrooms,84,1,,,,,,,1
10900990,7100,la%20louvi%C3%88re,215117,"Apartment
 ",2 bedrooms,84,1,,,,,,,1
20094873,5190,onoz,270000,Mixed-use b,3 bedrooms,210,1,To renovate,4,,,,,10
10900988,7100,la%20louvi%C3%88re,230667,"Apartment
 ",3 bedrooms,93,0,,,,,,,6
10801144,6001,marcinelle,359000,"House
     ",4 bedrooms,399,0,Good,4,,,,,
20233595,1000,bruxelles,265000500000,DEPOT,0 - 3 bedrooms,59,0,,,,,,,
20234664,1030,schaerbeek,265000570000,IDYLLES,1 - 3 bedrooms,55,0,,,,,,,
20233521,1080,molenbeek-saint-jean,265000500000,DEPOT,0 - 3 bedrooms,59,0,,,,,,,
20234924,1140,evere,269000469000,HANRIOT,1 - 3 bedrooms,74,0,,,,,,,
20232954,9940,evergem,295000445000,Green Squar,1 - 3 bedrooms,75,0,,,,,,,
20232876,9940,sleidinge,295000445000,Green Squar,1 - 3 bedrooms,75,0,,,,,,,
20235623,9000,gent,310000400000,Bloei Fase ,2 - 3 bedrooms,81,0,,,,,,,
20235624,9051,sint-denijs-westrem,310000400000,Bloei Fase ,2 - 3 bedrooms,81,0,,,,,,,
20235622,9051,sint-denijs-westrem,310000400000,Bloei Fase ,2 - 3 bedrooms,81,0,,,,,,,
20233883,1082,berchem-sainte-agathe,315000390000,L'ETOILE VE,2 bedrooms,97,0,,,,,,,
20233878,1700,dilbeek,315000390000,L'ETOILE VE,2 bedrooms,97,0,,,,,,,
20234520,2400,mol,315000319000,Residentiew,2 - 3 bedrooms,104,0,,,,,,,
20234681,1020,bruxelles,320000465000,BRIQUETERIE,2 - 3 bedrooms,96,0,,,,,,,
20233526,1020,bruxelles,325000410000,CHOCOLATERI,2 - 3 bedrooms,102,0,,,,,,,
20233491,1070,anderlecht,335000,PARK SIDE,3 bedrooms,118,0,,,,,,,
20233894,9800,deinze,337000383011,BegijnHof,3 bedrooms,138,0,,,,,,,
20235803,9850,merendree,370000396000,,3 bedrooms,158,0,,,,,,,
20233598,9620,zottegem,420000495000,Residentie ,2 - 3 bedrooms,151,0,,,,,,,
20235883,9051,sint-denijs-westrem,458000465000,,4 bedrooms,175,0,,,,,,,
20235884,9050,gentbrugge,467000547500,,3 bedrooms,143,0,,,,,,,
20235186,1130,bruxelles,481000521000,LES JARDINS,4 bedrooms,149,0,,,,,,,
20235178,1140,evere,481000521000,LES JARDINS,4 bedrooms,149,0,,,,,,,
20235194,1830,machelen,481000506000,LES JARDINS,4 bedrooms,149,0,,,,,,,
20233511,1090,jette,485000580000,FIRMIN,2 - 3 bedrooms,143,0,,,,,,,
20235621,9000,gent,498000585000,Rhodon,4 bedrooms,180,0,,,,,,,
20232989,9070,destelbergen,534000585000,Valeria - D,2 bedrooms,102,0,,,,,,,
20235436,2250,olen,543000,BEN-woninge,3 bedrooms,241,0,,,,,,,
20235882,9052,zwijnaarde,679000725000,,3 bedrooms,191,0,,,,,,,
20230670,3300,tienen,189000,"Apartment
 ",2 bedrooms,81,0,To renovate,4,,,,,22
20236558,2018,antwerpen,389900,"House
     ",3 bedrooms,150,1,Just renovated,2,,,,19,5
11473434,6181,gouy-lez-pi%C3%89ton,700000,Apartment b,,,0,,,,,,,
11026845,6280,loverval,285000,"House
     ",3 bedrooms,232,1,To restore,4,,,,,
20147137,6001,marcinelle,199000,"House
     ",5 bedrooms,210,0,,3,,,,,
20030199,6120,nalinnes,180000,"House
     ",3 bedrooms,161,0,To renovate,,,,,,
10673895,6000,charleroi,450000,"House
     ",8 bedrooms,400,0,,,,,,,
11181545,6043,ransart,59000,"House
     ",3 bedrooms,140,0,,,,,,,
11201986,6000,charleroi,199000,"House
     ",5 bedrooms,361,1,To renovate,2,,,,,
20118673,6220,fleurus,330000,Apartment b,9 bedrooms,193,0,Good,2,,,,,
20136921,6200,ch%C3%82telet,290000,Apartment b,4 bedrooms,,1,,,,,,,
20147611,6031,monceau-sur-sambre,195000,Apartment b,3 bedrooms,135,0,Good,,,,,,
10900984,7100,la%20louvi%C3%88re,241359,"Apartment
 ",3 bedrooms,93,1,,,,,,,6
11242076,6061,montignies-sur-sambre,199000,"House
     ",3 bedrooms,169,1,Good,3,,,,,
20076962,6043,ransart,225000,"House
     ",3 bedrooms,180,1,Good,3,,,,1100,
11477286,6182,souvret,110000,"House
     ",2 bedrooms,134,0,,,,,,,
20125777,6042,lodelinsart,1270000,Apartment b,13 bedrooms,800,0,,,,,,,
20049496,6240,pironchamps,1065000,Apartment b,,504,1,,,,,,,
20128958,6060,gilly,199000,"House
     ",3 bedrooms,185,1,Good,4,,,,93,
11452730,6000,charleroi,199000,Apartment b,5 bedrooms,361,1,To renovate,2,,,,,
20197278,6031,monceau-sur-sambre,325000,"House
     ",4 bedrooms,385,1,Good,,,,,,
20030200,6041,monceau-sur-sambre,235000,"House
     ",6 bedrooms,235,0,,,,,,,
20111736,6042,lodelinsart,235000,"House
     ",4 bedrooms,246,1,Good,,,,,,
11352578,6240,pironchamps,215000,"House
     ",2 bedrooms,151,0,As new,,,,,,
10900986,7100,la%20louvi%C3%88re,190617,"Apartment
 ",1 bedroom,69,1,,,,,,,
20132938,6061,montignies-sur-sambre,95000,"House
     ",2 bedrooms,86,0,,3,,,,,
9528956,6000,charleroi,195000,"House
     ",4 bedrooms,262,0,To renovate,,,,,,
20030209,6120,nalinnes,140000,"House
     ",2 bedrooms,112,0,To renovate,,,,,,
11181379,6142,leernes,189000,Apartment b,6 bedrooms,420,0,,,,,,,
9885760,5660,mariembourg,700000,Apartment b,4 bathrooms,708,1,Good,2,,,,,
10964687,6040,jumet,70000,"House
     ",3 bedrooms,1226,0,To restore,,,,,,
11367732,6000,charleroi,199000,Apartment b,6 bedrooms,540,0,To renovate,,,,,,
